comune,area,regione,sigla
Lequio Berria,Nord-ovest,Piemonte,CN
Lequio Tanaro,Nord-ovest,Piemonte,CN
Lesegno,Nord-ovest,Piemonte,CN
Levice,Nord-ovest,Piemonte,CN
Limone Piemonte,Nord-ovest,Piemonte,CN
Lisio,Nord-ovest,Piemonte,CN
Macra,Nord-ovest,Piemonte,CN
Magliano Alfieri,Nord-ovest,Piemonte,CN
Magliano Alpi,Nord-ovest,Piemonte,CN
Mango,Nord-ovest,Piemonte,CN
Manta,Nord-ovest,Piemonte,CN
Marene,Nord-ovest,Piemonte,CN
Margarita,Nord-ovest,Piemonte,CN
Marmora,Nord-ovest,Piemonte,CN
Marsaglia,Nord-ovest,Piemonte,CN
Martiniana Po,Nord-ovest,Piemonte,CN
Melle,Nord-ovest,Piemonte,CN
Moiola,Nord-ovest,Piemonte,CN
Mombarcaro,Nord-ovest,Piemonte,CN
Mombasiglio,Nord-ovest,Piemonte,CN
Monastero di Vasco,Nord-ovest,Piemonte,CN
Monasterolo Casotto,Nord-ovest,Piemonte,CN
Monasterolo di Savigliano,Nord-ovest,Piemonte,CN
Monchiero,Nord-ovest,Piemonte,CN
Mondovì,Nord-ovest,Piemonte,CN
Monesiglio,Nord-ovest,Piemonte,CN
Monforte d'Alba,Nord-ovest,Piemonte,CN
Montà,Nord-ovest,Piemonte,CN
Montaldo di Mondovì,Nord-ovest,Piemonte,CN
Montaldo Roero,Nord-ovest,Piemonte,CN
Montanera,Nord-ovest,Piemonte,CN
Montelupo Albese,Nord-ovest,Piemonte,CN
Montemale di Cuneo,Nord-ovest,Piemonte,CN
Monterosso Grana,Nord-ovest,Piemonte,CN
Monteu Roero,Nord-ovest,Piemonte,CN
Montezemolo,Nord-ovest,Piemonte,CN
Monticello d'Alba,Nord-ovest,Piemonte,CN
Moretta,Nord-ovest,Piemonte,CN
Morozzo,Nord-ovest,Piemonte,CN
Murazzano,Nord-ovest,Piemonte,CN
Murello,Nord-ovest,Piemonte,CN
Narzole,Nord-ovest,Piemonte,CN
Neive,Nord-ovest,Piemonte,CN
Neviglie,Nord-ovest,Piemonte,CN
Niella Belbo,Nord-ovest,Piemonte,CN
Niella Tanaro,Nord-ovest,Piemonte,CN
Novello,Nord-ovest,Piemonte,CN
Nucetto,Nord-ovest,Piemonte,CN
Oncino,Nord-ovest,Piemonte,CN
Ormea,Nord-ovest,Piemonte,CN
Ostana,Nord-ovest,Piemonte,CN
Paesana,Nord-ovest,Piemonte,CN
Pagno,Nord-ovest,Piemonte,CN
Pamparato,Nord-ovest,Piemonte,CN
Paroldo,Nord-ovest,Piemonte,CN
Perletto,Nord-ovest,Piemonte,CN
Perlo,Nord-ovest,Piemonte,CN
Peveragno,Nord-ovest,Piemonte,CN
Pezzolo Valle Uzzone,Nord-ovest,Piemonte,CN
Pianfei,Nord-ovest,Piemonte,CN
Piasco,Nord-ovest,Piemonte,CN
Pietraporzio,Nord-ovest,Piemonte,CN
Piobesi d'Alba,Nord-ovest,Piemonte,CN
Piozzo,Nord-ovest,Piemonte,CN
Pocapaglia,Nord-ovest,Piemonte,CN
Polonghera,Nord-ovest,Piemonte,CN
Pontechianale,Nord-ovest,Piemonte,CN
Pradleves,Nord-ovest,Piemonte,CN
Prazzo,Nord-ovest,Piemonte,CN
Priero,Nord-ovest,Piemonte,CN
Priocca,Nord-ovest,Piemonte,CN
Priola,Nord-ovest,Piemonte,CN
Prunetto,Nord-ovest,Piemonte,CN
Racconigi,Nord-ovest,Piemonte,CN
Revello,Nord-ovest,Piemonte,CN
Rifreddo,Nord-ovest,Piemonte,CN
Rittana,Nord-ovest,Piemonte,CN
Roaschia,Nord-ovest,Piemonte,CN
Roascio,Nord-ovest,Piemonte,CN
Robilante,Nord-ovest,Piemonte,CN
Roburent,Nord-ovest,Piemonte,CN
Roccabruna,Nord-ovest,Piemonte,CN
Rocca Cigliè,Nord-ovest,Piemonte,CN
Rocca de' Baldi,Nord-ovest,Piemonte,CN
Roccaforte Mondovì,Nord-ovest,Piemonte,CN
Roccasparvera,Nord-ovest,Piemonte,CN
Roccavione,Nord-ovest,Piemonte,CN
Rocchetta Belbo,Nord-ovest,Piemonte,CN
Roddi,Nord-ovest,Piemonte,CN
Roddino,Nord-ovest,Piemonte,CN
Rodello,Nord-ovest,Piemonte,CN
Rossana,Nord-ovest,Piemonte,CN
Ruffia,Nord-ovest,Piemonte,CN
Sale delle Langhe,Nord-ovest,Piemonte,CN
Sale San Giovanni,Nord-ovest,Piemonte,CN
Saliceto,Nord-ovest,Piemonte,CN
Salmour,Nord-ovest,Piemonte,CN
Saluzzo,Nord-ovest,Piemonte,CN
Sambuco,Nord-ovest,Piemonte,CN
Sampeyre,Nord-ovest,Piemonte,CN
San Benedetto Belbo,Nord-ovest,Piemonte,CN
San Damiano Macra,Nord-ovest,Piemonte,CN
Sanfrè,Nord-ovest,Piemonte,CN
Sanfront,Nord-ovest,Piemonte,CN
San Michele Mondovì,Nord-ovest,Piemonte,CN
Sant'Albano Stura,Nord-ovest,Piemonte,CN
Santa Vittoria d'Alba,Nord-ovest,Piemonte,CN
Santo Stefano Belbo,Nord-ovest,Piemonte,CN
Santo Stefano Roero,Nord-ovest,Piemonte,CN
Savigliano,Nord-ovest,Piemonte,CN
Scagnello,Nord-ovest,Piemonte,CN
Scarnafigi,Nord-ovest,Piemonte,CN
Serralunga d'Alba,Nord-ovest,Piemonte,CN
Serravalle Langhe,Nord-ovest,Piemonte,CN
Sinio,Nord-ovest,Piemonte,CN
Somano,Nord-ovest,Piemonte,CN
Sommariva del Bosco,Nord-ovest,Piemonte,CN
Sommariva Perno,Nord-ovest,Piemonte,CN
Stroppo,Nord-ovest,Piemonte,CN
Tarantasca,Nord-ovest,Piemonte,CN
Torre Bormida,Nord-ovest,Piemonte,CN
Torre Mondovì,Nord-ovest,Piemonte,CN
Torre San Giorgio,Nord-ovest,Piemonte,CN
Torresina,Nord-ovest,Piemonte,CN
Treiso,Nord-ovest,Piemonte,CN
Trezzo Tinella,Nord-ovest,Piemonte,CN
Trinità,Nord-ovest,Piemonte,CN
Valdieri,Nord-ovest,Piemonte,CN
Valgrana,Nord-ovest,Piemonte,CN
Valloriate,Nord-ovest,Piemonte,CN
Venasca,Nord-ovest,Piemonte,CN
Verduno,Nord-ovest,Piemonte,CN
Vernante,Nord-ovest,Piemonte,CN
Verzuolo,Nord-ovest,Piemonte,CN
Vezza d'Alba,Nord-ovest,Piemonte,CN
Vicoforte,Nord-ovest,Piemonte,CN
Vignolo,Nord-ovest,Piemonte,CN
Villafalletto,Nord-ovest,Piemonte,CN
Villanova Mondovì,Nord-ovest,Piemonte,CN
Villanova Solaro,Nord-ovest,Piemonte,CN
Villar San Costanzo,Nord-ovest,Piemonte,CN
Vinadio,Nord-ovest,Piemonte,CN
Viola,Nord-ovest,Piemonte,CN
Vottignasco,Nord-ovest,Piemonte,CN
Agliano Terme,Nord-ovest,Piemonte,AT
Albugnano,Nord-ovest,Piemonte,AT
Antignano,Nord-ovest,Piemonte,AT
Aramengo,Nord-ovest,Piemonte,AT
Asti,Nord-ovest,Piemonte,AT
Azzano d'Asti,Nord-ovest,Piemonte,AT
Baldichieri d'Asti,Nord-ovest,Piemonte,AT
Belveglio,Nord-ovest,Piemonte,AT
Berzano di San Pietro,Nord-ovest,Piemonte,AT
Bruno,Nord-ovest,Piemonte,AT
Bubbio,Nord-ovest,Piemonte,AT
Buttigliera d'Asti,Nord-ovest,Piemonte,AT
Calamandrana,Nord-ovest,Piemonte,AT
Calliano,Nord-ovest,Piemonte,AT
Calosso,Nord-ovest,Piemonte,AT
Camerano Casasco,Nord-ovest,Piemonte,AT
Canelli,Nord-ovest,Piemonte,AT
Cantarana,Nord-ovest,Piemonte,AT
Capriglio,Nord-ovest,Piemonte,AT
Casorzo,Nord-ovest,Piemonte,AT
Cassinasco,Nord-ovest,Piemonte,AT
Castagnole delle Lanze,Nord-ovest,Piemonte,AT
Castagnole Monferrato,Nord-ovest,Piemonte,AT
Castel Boglione,Nord-ovest,Piemonte,AT
Castell'Alfero,Nord-ovest,Piemonte,AT
Castellero,Nord-ovest,Piemonte,AT
Castelletto Molina,Nord-ovest,Piemonte,AT
Castello di Annone,Nord-ovest,Piemonte,AT
Castelnuovo Belbo,Nord-ovest,Piemonte,AT
Castelnuovo Calcea,Nord-ovest,Piemonte,AT
Castelnuovo Don Bosco,Nord-ovest,Piemonte,AT
Castel Rocchero,Nord-ovest,Piemonte,AT
Cellarengo,Nord-ovest,Piemonte,AT
Celle Enomondo,Nord-ovest,Piemonte,AT
Cerreto d'Asti,Nord-ovest,Piemonte,AT
Cerro Tanaro,Nord-ovest,Piemonte,AT
Cessole,Nord-ovest,Piemonte,AT
Chiusano d'Asti,Nord-ovest,Piemonte,AT
Cinaglio,Nord-ovest,Piemonte,AT
Cisterna d'Asti,Nord-ovest,Piemonte,AT
Coazzolo,Nord-ovest,Piemonte,AT
Cocconato,Nord-ovest,Piemonte,AT
Corsione,Nord-ovest,Piemonte,AT
Cortandone,Nord-ovest,Piemonte,AT
Cortanze,Nord-ovest,Piemonte,AT
Cortazzone,Nord-ovest,Piemonte,AT
Cortiglione,Nord-ovest,Piemonte,AT
Cossombrato,Nord-ovest,Piemonte,AT
Costigliole d'Asti,Nord-ovest,Piemonte,AT
Cunico,Nord-ovest,Piemonte,AT
Dusino San Michele,Nord-ovest,Piemonte,AT
Ferrere,Nord-ovest,Piemonte,AT
Fontanile,Nord-ovest,Piemonte,AT
Frinco,Nord-ovest,Piemonte,AT
Grana,Nord-ovest,Piemonte,AT
Grazzano Badoglio,Nord-ovest,Piemonte,AT
Incisa Scapaccino,Nord-ovest,Piemonte,AT
Isola d'Asti,Nord-ovest,Piemonte,AT
Loazzolo,Nord-ovest,Piemonte,AT
Maranzana,Nord-ovest,Piemonte,AT
Maretto,Nord-ovest,Piemonte,AT
Moasca,Nord-ovest,Piemonte,AT
Mombaldone,Nord-ovest,Piemonte,AT
Mombaruzzo,Nord-ovest,Piemonte,AT
Mombercelli,Nord-ovest,Piemonte,AT
Monale,Nord-ovest,Piemonte,AT
Monastero Bormida,Nord-ovest,Piemonte,AT
Moncalvo,Nord-ovest,Piemonte,AT
Moncucco Torinese,Nord-ovest,Piemonte,AT
Mongardino,Nord-ovest,Piemonte,AT
Montabone,Nord-ovest,Piemonte,AT
Montafia,Nord-ovest,Piemonte,AT
Montaldo Scarampi,Nord-ovest,Piemonte,AT
Montechiaro d'Asti,Nord-ovest,Piemonte,AT
Montegrosso d'Asti,Nord-ovest,Piemonte,AT
Montemagno,Nord-ovest,Piemonte,AT
Moransengo,Nord-ovest,Piemonte,AT
Nizza Monferrato,Nord-ovest,Piemonte,AT
Olmo Gentile,Nord-ovest,Piemonte,AT
Passerano Marmorito,Nord-ovest,Piemonte,AT
Penango,Nord-ovest,Piemonte,AT
Piea,Nord-ovest,Piemonte,AT
Pino d'Asti,Nord-ovest,Piemonte,AT
Piovà Massaia,Nord-ovest,Piemonte,AT
Portacomaro,Nord-ovest,Piemonte,AT
Quaranti,Nord-ovest,Piemonte,AT
Refrancore,Nord-ovest,Piemonte,AT
Revigliasco d'Asti,Nord-ovest,Piemonte,AT
Roatto,Nord-ovest,Piemonte,AT
Robella,Nord-ovest,Piemonte,AT
Rocca d'Arazzo,Nord-ovest,Piemonte,AT
Roccaverano,Nord-ovest,Piemonte,AT
Rocchetta Palafea,Nord-ovest,Piemonte,AT
Rocchetta Tanaro,Nord-ovest,Piemonte,AT
San Damiano d'Asti,Nord-ovest,Piemonte,AT
San Giorgio Scarampi,Nord-ovest,Piemonte,AT
San Martino Alfieri,Nord-ovest,Piemonte,AT
San Marzano Oliveto,Nord-ovest,Piemonte,AT
San Paolo Solbrito,Nord-ovest,Piemonte,AT
Scurzolengo,Nord-ovest,Piemonte,AT
Serole,Nord-ovest,Piemonte,AT
Sessame,Nord-ovest,Piemonte,AT
Settime,Nord-ovest,Piemonte,AT
Soglio,Nord-ovest,Piemonte,AT
Tigliole,Nord-ovest,Piemonte,AT
Tonco,Nord-ovest,Piemonte,AT
Tonengo,Nord-ovest,Piemonte,AT
Vaglio Serra,Nord-ovest,Piemonte,AT
Valfenera,Nord-ovest,Piemonte,AT
Vesime,Nord-ovest,Piemonte,AT
Viale,Nord-ovest,Piemonte,AT
Viarigi,Nord-ovest,Piemonte,AT
Vigliano d'Asti,Nord-ovest,Piemonte,AT
Villafranca d'Asti,Nord-ovest,Piemonte,AT
Villanova d'Asti,Nord-ovest,Piemonte,AT
Villa San Secondo,Nord-ovest,Piemonte,AT
Vinchio,Nord-ovest,Piemonte,AT
Montiglio Monferrato,Nord-ovest,Piemonte,AT
Acqui Terme,Nord-ovest,Piemonte,AL
Albera Ligure,Nord-ovest,Piemonte,AL
Alessandria,Nord-ovest,Piemonte,AL
Alfiano Natta,Nord-ovest,Piemonte,AL
Alice Bel Colle,Nord-ovest,Piemonte,AL
Altavilla Monferrato,Nord-ovest,Piemonte,AL
Alzano Scrivia,Nord-ovest,Piemonte,AL
Arquata Scrivia,Nord-ovest,Piemonte,AL
Avolasca,Nord-ovest,Piemonte,AL
Balzola,Nord-ovest,Piemonte,AL
Basaluzzo,Nord-ovest,Piemonte,AL
Bassignana,Nord-ovest,Piemonte,AL
Belforte Monferrato,Nord-ovest,Piemonte,AL
Bergamasco,Nord-ovest,Piemonte,AL
Berzano di Tortona,Nord-ovest,Piemonte,AL
Bistagno,Nord-ovest,Piemonte,AL
Borghetto di Borbera,Nord-ovest,Piemonte,AL
Borgoratto Alessandrino,Nord-ovest,Piemonte,AL
Borgo San Martino,Nord-ovest,Piemonte,AL
Bosco Marengo,Nord-ovest,Piemonte,AL
Bosio,Nord-ovest,Piemonte,AL
Bozzole,Nord-ovest,Piemonte,AL
Brignano-Frascata,Nord-ovest,Piemonte,AL
Cabella Ligure,Nord-ovest,Piemonte,AL
Camagna Monferrato,Nord-ovest,Piemonte,AL
Camino,Nord-ovest,Piemonte,AL
Cantalupo Ligure,Nord-ovest,Piemonte,AL
Capriata d'Orba,Nord-ovest,Piemonte,AL
Carbonara Scrivia,Nord-ovest,Piemonte,AL
Carentino,Nord-ovest,Piemonte,AL
Carezzano,Nord-ovest,Piemonte,AL
Carpeneto,Nord-ovest,Piemonte,AL
Carrega Ligure,Nord-ovest,Piemonte,AL
Carrosio,Nord-ovest,Piemonte,AL
Cartosio,Nord-ovest,Piemonte,AL
Casal Cermelli,Nord-ovest,Piemonte,AL
Casaleggio Boiro,Nord-ovest,Piemonte,AL
Casale Monferrato,Nord-ovest,Piemonte,AL
Casalnoceto,Nord-ovest,Piemonte,AL
Casasco,Nord-ovest,Piemonte,AL
Cassine,Nord-ovest,Piemonte,AL
Cassinelle,Nord-ovest,Piemonte,AL
Castellania Coppi,Nord-ovest,Piemonte,AL
Castellar Guidobono,Nord-ovest,Piemonte,AL
Castellazzo Bormida,Nord-ovest,Piemonte,AL
Castelletto d'Erro,Nord-ovest,Piemonte,AL
Castelletto d'Orba,Nord-ovest,Piemonte,AL
Castelletto Merli,Nord-ovest,Piemonte,AL
Castelletto Monferrato,Nord-ovest,Piemonte,AL
Castelnuovo Bormida,Nord-ovest,Piemonte,AL
Castelnuovo Scrivia,Nord-ovest,Piemonte,AL
Castelspina,Nord-ovest,Piemonte,AL
Cavatore,Nord-ovest,Piemonte,AL
Cella Monte,Nord-ovest,Piemonte,AL
Cereseto,Nord-ovest,Piemonte,AL
Cerreto Grue,Nord-ovest,Piemonte,AL
Cerrina Monferrato,Nord-ovest,Piemonte,AL
Coniolo,Nord-ovest,Piemonte,AL
Conzano,Nord-ovest,Piemonte,AL
Costa Vescovato,Nord-ovest,Piemonte,AL
Cremolino,Nord-ovest,Piemonte,AL
Denice,Nord-ovest,Piemonte,AL
Dernice,Nord-ovest,Piemonte,AL
Fabbrica Curone,Nord-ovest,Piemonte,AL
Felizzano,Nord-ovest,Piemonte,AL
Fraconalto,Nord-ovest,Piemonte,AL
Francavilla Bisio,Nord-ovest,Piemonte,AL
Frascaro,Nord-ovest,Piemonte,AL
Frassinello Monferrato,Nord-ovest,Piemonte,AL
Frassineto Po,Nord-ovest,Piemonte,AL
Fresonara,Nord-ovest,Piemonte,AL
Frugarolo,Nord-ovest,Piemonte,AL
Fubine Monferrato,Nord-ovest,Piemonte,AL
Gabiano,Nord-ovest,Piemonte,AL
Gamalero,Nord-ovest,Piemonte,AL
Garbagna,Nord-ovest,Piemonte,AL
Gavi,Nord-ovest,Piemonte,AL
Giarole,Nord-ovest,Piemonte,AL
Gremiasco,Nord-ovest,Piemonte,AL
Grognardo,Nord-ovest,Piemonte,AL
Grondona,Nord-ovest,Piemonte,AL
Guazzora,Nord-ovest,Piemonte,AL
Isola Sant'Antonio,Nord-ovest,Piemonte,AL
Lerma,Nord-ovest,Piemonte,AL
Malvicino,Nord-ovest,Piemonte,AL
Masio,Nord-ovest,Piemonte,AL
Melazzo,Nord-ovest,Piemonte,AL
Merana,Nord-ovest,Piemonte,AL
Mirabello Monferrato,Nord-ovest,Piemonte,AL
Molare,Nord-ovest,Piemonte,AL
Molino dei Torti,Nord-ovest,Piemonte,AL
Mombello Monferrato,Nord-ovest,Piemonte,AL
Momperone,Nord-ovest,Piemonte,AL
Moncestino,Nord-ovest,Piemonte,AL
Mongiardino Ligure,Nord-ovest,Piemonte,AL
Monleale,Nord-ovest,Piemonte,AL
Montacuto,Nord-ovest,Piemonte,AL
Montaldeo,Nord-ovest,Piemonte,AL
Montaldo Bormida,Nord-ovest,Piemonte,AL
Montecastello,Nord-ovest,Piemonte,AL
Montechiaro d'Acqui,Nord-ovest,Piemonte,AL
Montegioco,Nord-ovest,Piemonte,AL
Montemarzino,Nord-ovest,Piemonte,AL
Morano sul Po,Nord-ovest,Piemonte,AL
Morbello,Nord-ovest,Piemonte,AL
Mornese,Nord-ovest,Piemonte,AL
Morsasco,Nord-ovest,Piemonte,AL
Murisengo,Nord-ovest,Piemonte,AL
Novi Ligure,Nord-ovest,Piemonte,AL
Occimiano,Nord-ovest,Piemonte,AL
Odalengo Grande,Nord-ovest,Piemonte,AL
Odalengo Piccolo,Nord-ovest,Piemonte,AL
Olivola,Nord-ovest,Piemonte,AL
Orsara Bormida,Nord-ovest,Piemonte,AL
Ottiglio,Nord-ovest,Piemonte,AL
Ovada,Nord-ovest,Piemonte,AL
Oviglio,Nord-ovest,Piemonte,AL
Ozzano Monferrato,Nord-ovest,Piemonte,AL
Paderna,Nord-ovest,Piemonte,AL
Pareto,Nord-ovest,Piemonte,AL
Parodi Ligure,Nord-ovest,Piemonte,AL
Pasturana,Nord-ovest,Piemonte,AL
Pecetto di Valenza,Nord-ovest,Piemonte,AL
Pietra Marazzi,Nord-ovest,Piemonte,AL
Pomaro Monferrato,Nord-ovest,Piemonte,AL
Pontecurone,Nord-ovest,Piemonte,AL
Pontestura,Nord-ovest,Piemonte,AL
Ponti,Nord-ovest,Piemonte,AL
Ponzano Monferrato,Nord-ovest,Piemonte,AL
Ponzone,Nord-ovest,Piemonte,AL
Pozzol Groppo,Nord-ovest,Piemonte,AL
Pozzolo Formigaro,Nord-ovest,Piemonte,AL
Prasco,Nord-ovest,Piemonte,AL
Predosa,Nord-ovest,Piemonte,AL
Quargnento,Nord-ovest,Piemonte,AL
Quattordio,Nord-ovest,Piemonte,AL
Ricaldone,Nord-ovest,Piemonte,AL
Rivalta Bormida,Nord-ovest,Piemonte,AL
Rivarone,Nord-ovest,Piemonte,AL
Roccaforte Ligure,Nord-ovest,Piemonte,AL
Rocca Grimalda,Nord-ovest,Piemonte,AL
Rocchetta Ligure,Nord-ovest,Piemonte,AL
Rosignano Monferrato,Nord-ovest,Piemonte,AL
Sala Monferrato,Nord-ovest,Piemonte,AL
Sale,Nord-ovest,Piemonte,AL
San Cristoforo,Nord-ovest,Piemonte,AL
San Giorgio Monferrato,Nord-ovest,Piemonte,AL
San Salvatore Monferrato,Nord-ovest,Piemonte,AL
San Sebastiano Curone,Nord-ovest,Piemonte,AL
Sant'Agata Fossili,Nord-ovest,Piemonte,AL
Sardigliano,Nord-ovest,Piemonte,AL
Sarezzano,Nord-ovest,Piemonte,AL
Serralunga di Crea,Nord-ovest,Piemonte,AL
Serravalle Scrivia,Nord-ovest,Piemonte,AL
Sezzadio,Nord-ovest,Piemonte,AL
Silvano d'Orba,Nord-ovest,Piemonte,AL
Solero,Nord-ovest,Piemonte,AL
Solonghello,Nord-ovest,Piemonte,AL
Spigno Monferrato,Nord-ovest,Piemonte,AL
Spineto Scrivia,Nord-ovest,Piemonte,AL
Stazzano,Nord-ovest,Piemonte,AL
Strevi,Nord-ovest,Piemonte,AL
Tagliolo Monferrato,Nord-ovest,Piemonte,AL
Tassarolo,Nord-ovest,Piemonte,AL
Terruggia,Nord-ovest,Piemonte,AL
Terzo,Nord-ovest,Piemonte,AL
Ticineto,Nord-ovest,Piemonte,AL
Tortona,Nord-ovest,Piemonte,AL
Treville,Nord-ovest,Piemonte,AL
Trisobbio,Nord-ovest,Piemonte,AL
Valenza,Nord-ovest,Piemonte,AL
Valmacca,Nord-ovest,Piemonte,AL
Vignale Monferrato,Nord-ovest,Piemonte,AL
Vignole Borbera,Nord-ovest,Piemonte,AL
Viguzzolo,Nord-ovest,Piemonte,AL
Villadeati,Nord-ovest,Piemonte,AL
Villalvernia,Nord-ovest,Piemonte,AL
Villamiroglio,Nord-ovest,Piemonte,AL
Villanova Monferrato,Nord-ovest,Piemonte,AL
Villaromagnano,Nord-ovest,Piemonte,AL
Visone,Nord-ovest,Piemonte,AL
Volpedo,Nord-ovest,Piemonte,AL
Volpeglino,Nord-ovest,Piemonte,AL
Voltaggio,Nord-ovest,Piemonte,AL
Cassano Spinola,Nord-ovest,Piemonte,AL
Alluvioni Piovera,Nord-ovest,Piemonte,AL
Lu e Cuccaro Monferrato,Nord-ovest,Piemonte,AL
Ailoche,Nord-ovest,Piemonte,BI
Andorno Micca,Nord-ovest,Piemonte,BI
Benna,Nord-ovest,Piemonte,BI
Biella,Nord-ovest,Piemonte,BI
Bioglio,Nord-ovest,Piemonte,BI
Borriana,Nord-ovest,Piemonte,BI
Brusnengo,Nord-ovest,Piemonte,BI
Callabiana,Nord-ovest,Piemonte,BI
Camandona,Nord-ovest,Piemonte,BI
Camburzano,Nord-ovest,Piemonte,BI
Candelo,Nord-ovest,Piemonte,BI
Caprile,Nord-ovest,Piemonte,BI
Casapinta,Nord-ovest,Piemonte,BI
Castelletto Cervo,Nord-ovest,Piemonte,BI
Cavaglià,Nord-ovest,Piemonte,BI
Cerrione,Nord-ovest,Piemonte,BI
Coggiola,Nord-ovest,Piemonte,BI
Cossato,Nord-ovest,Piemonte,BI
Crevacuore,Nord-ovest,Piemonte,BI
Curino,Nord-ovest,Piemonte,BI
Donato,Nord-ovest,Piemonte,BI
Dorzano,Nord-ovest,Piemonte,BI
Gaglianico,Nord-ovest,Piemonte,BI
Gifflenga,Nord-ovest,Piemonte,BI
Graglia,Nord-ovest,Piemonte,BI
Magnano,Nord-ovest,Piemonte,BI
Massazza,Nord-ovest,Piemonte,BI
Masserano,Nord-ovest,Piemonte,BI
Mezzana Mortigliengo,Nord-ovest,Piemonte,BI
Miagliano,Nord-ovest,Piemonte,BI
Mongrando,Nord-ovest,Piemonte,BI
Mottalciata,Nord-ovest,Piemonte,BI
Muzzano,Nord-ovest,Piemonte,BI
Netro,Nord-ovest,Piemonte,BI
Occhieppo Inferiore,Nord-ovest,Piemonte,BI
Occhieppo Superiore,Nord-ovest,Piemonte,BI
Pettinengo,Nord-ovest,Piemonte,BI
Piatto,Nord-ovest,Piemonte,BI
Piedicavallo,Nord-ovest,Piemonte,BI
Pollone,Nord-ovest,Piemonte,BI
Ponderano,Nord-ovest,Piemonte,BI
Portula,Nord-ovest,Piemonte,BI
Pralungo,Nord-ovest,Piemonte,BI
Pray,Nord-ovest,Piemonte,BI
Ronco Biellese,Nord-ovest,Piemonte,BI
Roppolo,Nord-ovest,Piemonte,BI
Rosazza,Nord-ovest,Piemonte,BI
Sagliano Micca,Nord-ovest,Piemonte,BI
Sala Biellese,Nord-ovest,Piemonte,BI
Salussola,Nord-ovest,Piemonte,BI
Sandigliano,Nord-ovest,Piemonte,BI
Sordevolo,Nord-ovest,Piemonte,BI
Sostegno,Nord-ovest,Piemonte,BI
Strona,Nord-ovest,Piemonte,BI
Tavigliano,Nord-ovest,Piemonte,BI
Ternengo,Nord-ovest,Piemonte,BI
Tollegno,Nord-ovest,Piemonte,BI
Torrazzo,Nord-ovest,Piemonte,BI
Valdengo,Nord-ovest,Piemonte,BI
Vallanzengo,Nord-ovest,Piemonte,BI
Valle San Nicolao,Nord-ovest,Piemonte,BI
Veglio,Nord-ovest,Piemonte,BI
Verrone,Nord-ovest,Piemonte,BI
Vigliano Biellese,Nord-ovest,Piemonte,BI
Villa del Bosco,Nord-ovest,Piemonte,BI
Villanova Biellese,Nord-ovest,Piemonte,BI
Viverone,Nord-ovest,Piemonte,BI
Zimone,Nord-ovest,Piemonte,BI
Zubiena,Nord-ovest,Piemonte,BI
Zumaglia,Nord-ovest,Piemonte,BI
Lessona,Nord-ovest,Piemonte,BI
Campiglia Cervo,Nord-ovest,Piemonte,BI
Quaregna Cerreto,Nord-ovest,Piemonte,BI
Valdilana,Nord-ovest,Piemonte,BI
Antrona Schieranco,Nord-ovest,Piemonte,VB
Anzola d'Ossola,Nord-ovest,Piemonte,VB
Arizzano,Nord-ovest,Piemonte,VB
Arola,Nord-ovest,Piemonte,VB
Aurano,Nord-ovest,Piemonte,VB
Baceno,Nord-ovest,Piemonte,VB
Bannio Anzino,Nord-ovest,Piemonte,VB
Baveno,Nord-ovest,Piemonte,VB
Bee,Nord-ovest,Piemonte,VB
Belgirate,Nord-ovest,Piemonte,VB
Beura-Cardezza,Nord-ovest,Piemonte,VB
Bognanco,Nord-ovest,Piemonte,VB
Brovello-Carpugnino,Nord-ovest,Piemonte,VB
Calasca-Castiglione,Nord-ovest,Piemonte,VB
Cambiasca,Nord-ovest,Piemonte,VB
Cannero Riviera,Nord-ovest,Piemonte,VB
Cannobio,Nord-ovest,Piemonte,VB
Caprezzo,Nord-ovest,Piemonte,VB
Casale Corte Cerro,Nord-ovest,Piemonte,VB
Ceppo Morelli,Nord-ovest,Piemonte,VB
Cesara,Nord-ovest,Piemonte,VB
Cossogno,Nord-ovest,Piemonte,VB
Craveggia,Nord-ovest,Piemonte,VB
Crevoladossola,Nord-ovest,Piemonte,VB
Crodo,Nord-ovest,Piemonte,VB
Domodossola,Nord-ovest,Piemonte,VB
Druogno,Nord-ovest,Piemonte,VB
Formazza,Nord-ovest,Piemonte,VB
Germagno,Nord-ovest,Piemonte,VB
Ghiffa,Nord-ovest,Piemonte,VB
Gignese,Nord-ovest,Piemonte,VB
Gravellona Toce,Nord-ovest,Piemonte,VB
Gurro,Nord-ovest,Piemonte,VB
Intragna,Nord-ovest,Piemonte,VB
Loreglia,Nord-ovest,Piemonte,VB
Macugnaga,Nord-ovest,Piemonte,VB
Madonna del Sasso,Nord-ovest,Piemonte,VB
Malesco,Nord-ovest,Piemonte,VB
Masera,Nord-ovest,Piemonte,VB
Massiola,Nord-ovest,Piemonte,VB
Mergozzo,Nord-ovest,Piemonte,VB
Miazzina,Nord-ovest,Piemonte,VB
Montecrestese,Nord-ovest,Piemonte,VB
Montescheno,Nord-ovest,Piemonte,VB
Nonio,Nord-ovest,Piemonte,VB
Oggebbio,Nord-ovest,Piemonte,VB
Omegna,Nord-ovest,Piemonte,VB
Ornavasso,Nord-ovest,Piemonte,VB
Pallanzeno,Nord-ovest,Piemonte,VB
Piedimulera,Nord-ovest,Piemonte,VB
Pieve Vergonte,Nord-ovest,Piemonte,VB
